ahref,citation,class,parent_legislation,currency,currency_date,date_scraped
/laws/regulation/170212,O. Reg. 212/17: GENERAL,regulation,"Investment Management Corporation of Ontario Act, 2015",current regulation,"August 27, 2021",2023-12-16 23:10:43.847852
/laws/regulation/160251,O. Reg. 251/16: PRESCRIBED PERSONS AND ENTITIES - SUBSECTIONS 9 (3) AND 17 (2) OF THE ACT,regulation,"Investment Management Corporation of Ontario Act, 2015",regulation,"August 27, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900363,"R.R.O. 1990, Reg. 363: FORMS",regulation,Expropriations Act,current regulation,"August 27, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900010,"R.R.O. 1990, Reg. 10: INVESTIGATION FEE - OFFICIAL GUARDIAN",regulation,Administration of Justice Act,regulation,"August 27, 2021",2023-12-16 23:10:43.847852
/laws/regulation/200192,O. Reg. 192/20: CERTAIN PERSONS ENABLED TO ISSUE MEDICAL CERTIFICATES OF DEATH,regulation,"Reopening Ontario (A Flexible Response to COVID-19) Act, 2020",regulation,"August 18, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210568,O. Reg. 568/21: ZONING ORDER - TOWN OF INNISFIL,regulation,Planning Act,current regulation,"August  6, 2021",2023-12-16 23:10:43.847852
/laws/regulation/000293,O. Reg. 293/00: ELECTION OF COUNCIL MEMBERS,regulation,"Ontario College of Teachers Act, 1996",regulation,"August  6, 2021",2023-12-16 23:10:43.847852
/laws/regulation/000225,O. Reg. 225/00: EXTENSION OF TERMS OF OFFICE OF ELECTED MEMBERS OF COUNCIL,regulation,"Ontario College of Teachers Act, 1996",regulation,"August  6, 2021",2023-12-16 23:10:43.847852
/laws/regulation/970072,O. Reg. 72/97: GENERAL,regulation,"Ontario College of Teachers Act, 1996",regulation,"August  6, 2021",2023-12-16 23:10:43.847852
/laws/regulation/960345,O. Reg. 345/96: APPOINTMENTS,regulation,"Ontario College of Teachers Act, 1996",current regulation,"August  6, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210554,O. Reg. 554/21: MONEY HELD OUTSIDE THE CONSOLIDATED REVENUE FUND,regulation,"Financial Services Regulatory Authority of Ontario Act, 2016",current regulation,"August  3, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210551,O. Reg. 551/21: THERMAL TREATMENT SITE EXEMPTION,regulation,Environmental Assessment Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210549,"O. Reg. 549/21: ZONING ORDER - TOWN OF OAKVILLE, REGIONAL MUNICIPALITY OF HALTON",regulation,Planning Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210547,O. Reg. 547/21: ZONING ORDER - CITY OF TORONTO,regulation,Planning Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210546,O. Reg. 546/21: ZONING ORDER - CITY OF TORONTO,regulation,Planning Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210545,O. Reg. 545/21: ZONING ORDER - CITY OF TORONTO,regulation,Planning Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210539,O. Reg. 539/21: DESIGNATION AND EXEMPTION: REID ROAD RESERVOIR QUARRY,regulation,Environmental Assessment Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210538,"O. Reg. 538/21: ZONING ORDER - TOWNSHIP OF MCNAB/BRAESIDE, COUNTY OF RENFREW",regulation,Planning Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210537,"O. Reg. 537/21: ZONING ORDER - TOWNSHIP OF MCNAB/BRAESIDE, COUNTY OF RENFREW",regulation,Planning Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/020263,"O. Reg. 263/02: EXPLORATION LICENCES, PRODUCTION AND STORAGE LEASES FOR OIL AND GAS IN ONTARIO",regulation,Mining Act,current regulation,"July 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/200607,"O. Reg. 607/20: ZONING ORDER - CITY OF PICKERING, REGIONAL MUNICIPALITY OF DURHAM",regulation,Planning Act,current regulation,"July  2, 2021",2023-12-16 23:10:43.847852
/laws/regulation/200356,"O. Reg. 356/20: ZONING AREA - TOWNSHIP OF PERTH SOUTH, COUNTY OF PERTH",regulation,Planning Act,regulation,"July  2, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070344,O. Reg. 344/07: FEES,regulation,"Provincial Parks and Conservation Reserves Act, 2006",regulation,"July  2, 2021",2023-12-16 23:10:43.847852
/laws/regulation/720102,"O. Reg. 102/72: RESTRICTED AREAS - COUNTY OF ONTARIO (NOW THE REGIONAL MUNICIPALITY OF DURHAM), TOWNSHIP OF PICKERING (NOW THE CITY OF PICKERING)",regulation,Planning Act,current regulation,"July  2, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210503,O. Reg. 503/21: AUTHORIZED REQUESTER PROGRAM,regulation,Highway Traffic Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210242,O. Reg. 242/21: MEDIATION PRIOR TO NOTICE OF DECISION,regulation,Ontario New Home Warranties Plan Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/20o34,"Ontario Highway Transport Board Repeal Act, 2020, S.O. 2020, c. 34, Sched. 15",act,None,current statute,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/190208,O. Reg. 208/19: ENVIRONMENTAL COMPLIANCE APPROVAL IN RESPECT OF SEWAGE WORKS,regulation,Environmental Protection Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/180274,O. Reg. 274/18: SITING RESTRICTIONS FOR RENEWABLE ENERGY GENERATION FACILITIES,regulation,"Electricity Act, 1998",regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/160063,O. Reg. 63/16: REGISTRATIONS UNDER PART II.2 OF THE ACT - WATER TAKING,regulation,Environmental Protection Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/130310,O. Reg. 310/13: ASSET TRANSFERS UNDER SECTIONS 80 AND 81 OF THE ACT,regulation,Pension Benefits Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/090359,O. Reg. 359/09: RENEWABLE ENERGY APPROVALS UNDER PART V.0.1 OF THE ACT,regulation,Environmental Protection Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/090326,O. Reg. 326/09: MANDATORY INFORMATION RE CONNECTIONS,regulation,"Electricity Act, 1998",regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070367,O. Reg. 367/07: TERM OF LICENCES,regulation,"Private Security and Investigative Services Act, 2005",current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070223,O. Reg. 223/07: ENVIRONMENTAL PENALTIES,regulation,Ontario Water Resources Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/060034,O. Reg. 34/06: PRE-EMPTING TRAFFIC CONTROL SIGNAL DEVICES,regulation,Highway Traffic Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/040387,O. Reg. 387/04: WATER TAKING AND TRANSFER,regulation,Ontario Water Resources Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/040195,O. Reg. 195/04: CONTINGENCY FEE AGREEMENTS,regulation,Solicitors Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/010116,O. Reg. 116/01: ELECTRICITY PROJECTS,regulation,Environmental Assessment Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/950215,O. Reg. 215/95: EFFLUENT MONITORING AND EFFLUENT LIMITS - ELECTRIC POWER GENERATION SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/950214,O. Reg. 214/95: EFFLUENT MONITORING AND EFFLUENT LIMITS - IRON AND STEEL MANUFACTURING SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/950064,O. Reg. 64/95: EFFLUENT MONITORING AND EFFLUENT LIMITS - INORGANIC CHEMICAL SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/950063,O. Reg. 63/95: EFFLUENT MONITORING AND EFFLUENT LIMITS - ORGANIC CHEMICAL MANUFACTURING SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/940629,O. Reg. 629/94: DIVING OPERATIONS,regulation,Occupational Health and Safety Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/940562,O. Reg. 562/94: EFFLUENT MONITORING AND EFFLUENT LIMITS - METAL CASTING SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/940561,O. Reg. 561/94: EFFLUENT MONITORING AND EFFLUENT LIMITS - INDUSTRIAL MINERALS SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/940560,O. Reg. 560/94: EFFLUENT MONITORING AND EFFLUENT LIMITS -  METAL MINING SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/940339,O. Reg. 339/94: DEMERIT POINT SYSTEM,regulation,Highway Traffic Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/930760,O. Reg. 760/93: EFFLUENT MONITORING AND EFFLUENT LIMITS - PULP AND PAPER SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/930537,O. Reg. 537/93: EFFLUENT MONITORING AND EFFLUENT LIMITS - PETROLEUM SECTOR,regulation,Environmental Protection Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/901023,"R.R.O. 1990, Reg. 1023: PARKS",regulation,St. Lawrence Parks Commission Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900982,"R.R.O. 1990, Reg. 982: GENERAL",regulation,Public Vehicles Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900871,"R.R.O. 1990, Reg. 871: COMPOSITION AND PROCEDURE OF THE BOARD",regulation,Ontario Food Terminal Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900861,"R.R.O. 1990, Reg. 861: X-RAY SAFETY",regulation,Occupational Health and Safety Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900834,"R.R.O. 1990, Reg. 834: CRITICAL INJURY - DEFINED",regulation,Occupational Health and Safety Act,regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900829,"R.R.O. 1990, Reg. 829: GENERAL",regulation,Niagara Parks Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900613,"R.R.O. 1990, Reg. 613: SEAT BELT ASSEMBLIES",regulation,Highway Traffic Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/90p54,"Public Vehicles Act, R.S.O. 1990, c. P.54",act,None,statute,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/90o19,"Ontario Highway Transport Board Act, R.S.O. 1990, c. O.19",act,None,statute,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/900018,"R.R.O. 1990, Reg. 18: GENERAL",regulation,Agricultural Tile Drainage Installation Act,current regulation,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/90s15,"Solicitors Act, R.S.O. 1990, c. S.15",act,None,current statute,"July  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210500,O. Reg. 500/21: GENERAL,regulation,Drainage Act,current regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210322,O. Reg. 322/21: EXEMPTION FROM REDUCED LOAD PERIOD WEIGHT LIMITS,regulation,Highway Traffic Act,regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210272,O. Reg. 272/21: TRANSFER OF HOSPITAL PATIENTS,regulation,Emergency Management and Civil Protection Act,regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210271,O. Reg. 271/21: WORK REDEPLOYMENT FOR LOCAL HEALTH INTEGRATION NETWORKS AND ONTARIO HEALTH,regulation,Emergency Management and Civil Protection Act,regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/180346,O. Reg. 346/18: RESTRAINING ORDER APPLICATIONS AND APPEALS,regulation,"Prevention of and Remedies for Human Trafficking Act, 2017",current regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/120381,O. Reg. 381/12: FORMS,regulation,Drainage Act,current regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/100216,O. Reg. 216/10: PERFORMANCE STANDARDS FOR THE PRACTICE OF PROFESSIONAL LAND SURVEYING,regulation,Surveyors Act,current regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/910525,O. Reg. 525/91: MONUMENTS,regulation,Surveyors Act,current regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/901026,"R.R.O. 1990, Reg. 1026: GENERAL",regulation,Surveyors Act,current regulation,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/statute/90d17,"Drainage Act, R.S.O. 1990, c. D.17",act,None,current statute,"June 30, 2021",2023-12-16 23:10:43.847852
/laws/regulation/200555,O. Reg. 555/20: GENERAL,regulation,"Modernizing Ontario for People and Businesses Act, 2020",current regulation,"June 25, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210476,"O. Reg. 476/21: ZONING ORDER - MILTON EDUCATION VILLAGE, TOWN OF MILTON",regulation,Planning Act,current regulation,"June 17, 2021",2023-12-16 23:10:43.847852
/laws/regulation/990247,O. Reg. 247/99: POTATOES - MARKETING,regulation,Farm Products Marketing Act,current regulation,"June 17, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210475,O. Reg. 475/21: SERVICE OF SUMMONS,regulation,Provincial Offences Act,current regulation,"June 16, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210317,O. Reg. 317/21: AGREEMENTS BETWEEN HEALTH SERVICE PROVIDERS AND RETIREMENT HOMES,regulation,Emergency Management and Civil Protection Act,regulation,"June 16, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210304,O. Reg. 304/21: WORK REDEPLOYMENT FOR INDEPENDENT HEALTH FACILITIES,regulation,Emergency Management and Civil Protection Act,regulation,"June 16, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210293,O. Reg. 293/21: PERSONS ENTERING ONTARIO FROM MANITOBA OR QUEBEC,regulation,Emergency Management and Civil Protection Act,regulation,"June 16, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210470,O. Reg. 470/21: AUTHORIZED PRESCRIBERS,regulation,Ontario Drug Benefit Act,current regulation,"June 14, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210288,O. Reg. 288/21: CLOSURE OF PUBLIC LANDS FOR RECREATIONAL CAMPING,regulation,Emergency Management and Civil Protection Act,regulation,"June 11, 2021",2023-12-16 23:10:43.847852
/laws/regulation/190271,O. Reg. 271/19: PROFICIENCY IN MATHEMATICS,regulation,"Ontario College of Teachers Act, 1996",current regulation,"June 10, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210291,O. Reg. 291/21: EXTENSION OF EMERGENCY,regulation,Emergency Management and Civil Protection Act,regulation,"June  9, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210264,O. Reg. 264/21: DECLARATION OF EMERGENCY,regulation,Emergency Management and Civil Protection Act,regulation,"June  9, 2021",2023-12-16 23:10:43.847852
/laws/statute/20f36,"Film Content Information Act, 2020, S.O. 2020, c. 36, Sched. 12",act,None,current statute,"June  8, 2021",2023-12-16 23:10:43.847852
/laws/regulation/180321,O. Reg. 321/18: EXEMPTIONS,regulation,"Ticket Sales Act, 2017",current regulation,"June  8, 2021",2023-12-16 23:10:43.847852
/laws/regulation/050452,O. Reg. 452/05: GENERAL,regulation,"Film Classification Act, 2005",regulation,"June  8, 2021",2023-12-16 23:10:43.847852
/laws/statute/05f17,"Film Classification Act, 2005, S.O. 2005, c. 17",act,None,statute,"June  8, 2021",2023-12-16 23:10:43.847852
/laws/regulation/050643,O. Reg. 643/05: CARRIAGE OF GOODS,regulation,Highway Traffic Act,current regulation,"June  7, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070134,O. Reg. 134/07: FAMILY ARBITRATION,regulation,"Arbitration Act, 1991",current regulation,"June  4, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210407,O. Reg. 407/21: PILOT PROJECT - GOLF CARS,regulation,Highway Traffic Act,current regulation,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21f30,"Food Day Canada in Ontario (in Honour of Anita Stewart) Act, 2021, S.O. 2021, c. 30",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21n29,"Nikola Tesla Day Act, 2021, S.O. 2021, c. 29",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21c27,"Covid-19 Vaccination Reporting Act, 2021, S.O. 2021, c. 27, Sched. 1",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21p27,"Psychology and Applied Behaviour Analysis Act, 2021, S.O. 2021, c. 27, Sched. 4",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21p24,"Persian Heritage Month Act, 2021, S.O. 2021, c. 24",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21s23,"Senior Volunteer Appreciation Week Act, 2021, S.O. 2021, c. 23",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21s22,"Sickle Cell Disease Awareness Day and Thalassemia Awareness Day Act, 2021, S.O. 2021, c. 22",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21a21a,"Accommodation Sector Registration of Guests Act, 2021, S.O. 2021, c. 21, Sched. 1",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21a21b,"Anti-Human Trafficking Strategy Act, 2021, S.O. 2021, c. 21, Sched. 2",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21f20,"Front-line and Essential Service Worker Week Act, 2021, S.O. 2021, c. 20",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21s19,"Scottish Heritage Day Act, 2021, S.O. 2021, c. 19",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/21c18,"COPD Awareness Day Act, 2021, S.O. 2021, c. 18",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/17m25,"Medical Radiation and Imaging Technology Act, 2017, S.O. 2017, c. 25, Sched. 6",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/07p10,"Psychotherapy Act, 2007, S.O. 2007, c. 10, Sched. R",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/07k10,"Kinesiology Act, 2007, S.O. 2007, c. 10, Sched. O",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/07h10,"Homeopathy Act, 2007, S.O. 2007, c. 10, Sched. Q",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/07n10,"Naturopathy Act, 2007, S.O. 2007, c. 10, Sched. P",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/06t27,"Traditional Chinese Medicine Act, 2006, S.O. 2006, c. 27",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/98h28,"Highway 407 Act, 1998, S.O. 1998, c. 28",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/95l01,"Labour Relations Act, 1995, S.O. 1995, c. 1, Sched. A",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/regulation/940101,O. Reg. 101/94: RECYCLING AND COMPOSTING OF MUNICIPAL WASTE,regulation,Environmental Protection Act,current regulation,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/92c06,"Class Proceedings Act, 1992, S.O. 1992, c. 6",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91p38,"Psychology Act, 1991, S.O. 1991, c. 38",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91p37,"Physiotherapy Act, 1991, S.O. 1991, c. 37",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91o35,"Optometry Act, 1991, S.O. 1991, c. 35",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91o34,"Opticianry Act, 1991, S.O. 1991, c. 34",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91o33,"Occupational Therapy Act, 1991, S.O. 1991, c. 33",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91m31,"Midwifery Act, 1991, S.O. 1991, c. 31",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91m27,"Massage Therapy Act, 1991, S.O. 1991, c. 27",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91d26,"Dietetics Act, 1991, S.O. 1991, c. 26",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91d25,"Denturism Act, 1991, S.O. 1991, c. 25",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91d24,"Dentistry Act, 1991, S.O. 1991, c. 24",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91d23,"Dental Technology Act, 1991, S.O. 1991, c. 23",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91d22,"Dental Hygiene Act, 1991, S.O. 1991, c. 22",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91c21,"Chiropractic Act, 1991, S.O. 1991, c. 21",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91c20,"Chiropody Act, 1991, S.O. 1991, c. 20",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/91a19,"Audiology and Speech-Language Pathology Act, 1991, S.O. 1991, c. 19",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/90s22,"Statutory Powers Procedure Act, R.S.O. 1990, c. S.22",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/statute/90h17,"Hotel Registration of Guests Act, R.S.O. 1990, c. H.17",act,None,current statute,"June  3, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210266,O. Reg. 266/21: RESIDENTIAL EVICTIONS,regulation,Emergency Management and Civil Protection Act,regulation,"June  2, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210265,O. Reg. 265/21: STAY-AT-HOME ORDER,regulation,Emergency Management and Civil Protection Act,regulation,"June  2, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210351,O. Reg. 351/21: CONSOLIDATED HEARINGS,regulation,"Ontario Land Tribunal Act, 2021",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/210350,O. Reg. 350/21: TRANSITION,regulation,"Ontario Land Tribunal Act, 2021",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/20b12,"Building Transit Faster Act, 2020, S.O. 2020, c. 12",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/190303,O. Reg. 303/19: TRANSITION FOR PLANNING ACT APPEALS,regulation,"Local Planning Appeal Tribunal Act, 2017",regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/180012,O. Reg. 12/18: TRANSITION - ESTABLISHMENT OF MINING AND LANDS TRIBUNAL,regulation,Ministry of Natural Resources Act,regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/17l23a,"Local Planning Appeal Tribunal Act, 2017, S.O. 2017, c. 23, Sched. 1",act,None,statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/160173,O. Reg. 173/16: COMMUNITY PLANNING PERMITS,regulation,Planning Act,current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/150175,O. Reg. 175/15: TOLLS,regulation,"Highway 407 East Act, 2012",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/15g24,"Great Lakes Protection Act, 2015, S.O. 2015, c. 24",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/08l23,"Lake Simcoe Protection Act, 2008, S.O. 2008, c. 23",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070377,O. Reg. 377/07: POLITICAL ACTIVITY: SPECIALLY RESTRICTED PUBLIC SERVANTS,regulation,"Public Service of Ontario Act, 2006",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070287,O. Reg. 287/07: GENERAL,regulation,"Clean Water Act, 2006",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070231,O. Reg. 231/07: SERVICE OF DOCUMENTS,regulation,"Clean Water Act, 2006",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070230,O. Reg. 230/07: SERVICE OF DOCUMENTS,regulation,"Nutrient Management Act, 2002",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070229,O. Reg. 229/07: SERVICE OF DOCUMENTS,regulation,"Safe Drinking Water Act, 2002",current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070228,O. Reg. 228/07: SERVICE OF DOCUMENTS,regulation,Pesticides Act,current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070227,O. Reg. 227/07: SERVICE OF DOCUMENTS,regulation,Environmental Protection Act,current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/070226,O. Reg. 226/07: SERVICE OF DOCUMENTS,regulation,Ontario Water Resources Act,current regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/06c22,"Clean Water Act, 2006, S.O. 2006, c. 22",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/06l21,"Legislation Act, 2006, S.O. 2006, c. 21, Sched. F",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/05p13,"Places to Grow Act, 2005, S.O. 2005, c. 13",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/02s32,"Safe Drinking Water Act, 2002, S.O. 2002, c. 32",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/02s08,"SkyDome Act (Bus Parking), 2002, S.O. 2002, c. 8, Sched. K",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/02n04,"Nutrient Management Act, 2002, S.O. 2002, c. 4",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/regulation/000571,O. Reg. 571/00: ASSIGNMENT OF POWERS AND DUTIES OF MINISTER,regulation,Ministry of Natural Resources Act,regulation,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/00e26,"Environmental Review Tribunal Act, 2000, S.O. 2000, c. 26, Sched. F",act,None,statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/00t05,"Town of Moosonee Act, 2000, S.O. 2000, c. 5, Sched.",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
/laws/statute/98t15,"Toronto District Heating Corporation Act, 1998, S.O. 1998, c. 15, Sched. C",act,None,current statute,"June  1, 2021",2023-12-16 23:10:43.847852
